Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(5.397, 10.78]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(14.267, 21.379]","(19.667, 29.0]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(40.079, 60.09]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(-0.00736, 5.397]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(60.09, 80.102]","(21.106, 31.645]","(10.78, 16.163]","(14.267, 21.379]","(0.972, 10.333]"
M,"(0.65, 1.112]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(7.155, 14.267]","(10.333, 19.667]"
F,"(1.112, 1.575]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(0.186, 0.65]","(0.136, 0.509]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(14.267, 21.379]","(19.667, 29.0]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(5.397, 10.78]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(40.079, 60.09]","(10.567, 21.106]","(10.78, 16.163]","(14.267, 21.379]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(7.155, 14.267]","(10.333, 19.667]"
M,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(40.079, 60.09]","(21.106, 31.645]","(10.78, 16.163]","(14.267, 21.379]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.186, 0.65]","(0.136, 0.509]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(5.397, 10.78]","(0.0141, 7.155]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(-0.00736, 5.397]","(7.155, 14.267]","(10.333, 19.667]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(1.253, 1.625]","(-0.00282, 1.412]","(40.079, 60.09]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(19.667, 29.0]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(40.079, 60.09]","(10.567, 21.106]","(10.78, 16.163]","(7.155, 14.267]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
F,"(1.575, 2.038]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(7.155, 14.267]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
F,"(1.112, 1.575]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(19.667, 29.0]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(7.155, 14.267]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(40.079, 60.09]","(10.567, 21.106]","(10.78, 16.163]","(7.155, 14.267]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(0.65, 1.112]","(0.136, 0.509]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
F,"(1.575, 2.038]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(1.112, 1.575]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(-0.00736, 5.397]","(7.155, 14.267]","(19.667, 29.0]"
F,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(60.09, 80.102]","(10.567, 21.106]","(10.78, 16.163]","(21.379, 28.491]","(10.333, 19.667]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(40.079, 60.09]","(10.567, 21.106]","(5.397, 10.78]","(14.267, 21.379]","(19.667, 29.0]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(40.079, 60.09]","(21.106, 31.645]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.186, 0.65]","(0.136, 0.509]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(40.079, 60.09]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
M,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(-0.00736, 5.397]","(7.155, 14.267]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
M,"(1.575, 2.038]","(1.253, 1.625]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(0.972, 10.333]"
I,"(0.65, 1.112]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(20.068, 40.079]","(10.567, 21.106]","(5.397, 10.78]","(7.155, 14.267]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.509, 0.881]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(10.333, 19.667]"
F,"(1.112, 1.575]","(0.881, 1.253]","(-0.00282, 1.412]","(-0.0233, 20.068]","(-0.0138, 10.567]","(-0.00736, 5.397]","(0.0141, 7.155]","(0.972, 10.333]"
